#{"t_start": 1765325655.7412353, "env_id": "Chess-v0"}
r,l,t
-1.0,44,31377.986051
-1.0,41,31394.627655
-1.0,7,31397.565166
-1.0,12,31402.440397
-1.0,11,31407.5804
-1.0,15,31414.066978
-1.0,28,31425.468587
-1.0,11,31429.916437
-1.0,24,31440.067456
-1.0,19,31447.84657
-1.0,21,31456.610668
-1.0,44,31473.908027
-1.0,17,31481.417107
-1.0,30,31492.682681
-1.0,12,31497.624271
-1.0,34,31511.953548
-1.0,15,31518.610672
-1.0,25,31528.858119
-1.0,10,31533.464688
-1.0,27,31545.981837
-1.0,38,31560.50824
-1.0,28,31572.488632
-1.0,22,31581.284978
-1.0,15,31587.835099
-1.0,25,31598.175127
-1.0,26,31608.542799
-1.0,33,31622.19468
-1.0,11,31627.019759
-1.0,22,31636.738473
-1.0,23,31646.090625
-1.0,7,31648.937123
-1.0,16,31656.012461
-1.0,19,31664.214608
-1.0,21,31672.838371
-1.0,14,31678.62564
-1.0,33,31692.151631
-1.0,14,31698.175047
-1.0,10,31702.370398
-1.0,21,31711.520534
-1.0,18,31719.098497
-1.0,31,31731.256974
-1.0,24,31741.2478
-1.0,23,31751.75714
-1.0,15,31758.011426
-1.0,31,31771.072567
-1.0,11,31775.721092
-1.0,29,31786.993712
-1.0,54,31805.816663
-1.0,13,31811.538862
-1.0,34,31825.199738
-1.0,32,31838.639641
-1.0,34,31852.274646
-1.0,20,31860.254416
-1.0,17,31867.519663
-1.0,29,31879.255131
-1.0,26,31889.836447
-1.0,40,31905.004374
-1.0,17,31912.525368
-1.0,27,31924.339698
-1.0,7,31927.546098
-1.0,24,31937.494118
-1.0,10,31941.947724
-1.0,10,31946.136659
-1.0,19,31954.303788
-1.0,32,31966.483488
-1.0,29,31979.095109
-1.0,14,31984.878697
-1.0,12,31990.150691
-1.0,36,32003.976532
-1.0,43,32021.940945
-1.0,30,32033.036428
-1.0,15,32039.915635
-1.0,24,32049.72258
-1.0,28,32062.271021
-1.0,27,32073.504435
-1.0,30,32086.373248
-1.0,37,32100.755128
-1.0,37,32115.730584
-1.0,22,32125.47845
-1.0,44,32141.139725
-1.0,18,32148.318465
-1.0,23,32158.69945
-1.0,29,32170.32957
-1.0,6,32172.715883
-1.0,41,32188.784747
-1.0,60,32210.998003
-1.0,28,32222.503774
-1.0,17,32229.50506
-1.0,35,32243.331672
-1.0,30,32255.624787
-1.0,30,32267.650367
-1.0,36,32282.546926
-1.0,23,32292.744126
-1.0,21,32301.619913
-1.0,12,32306.91915
-1.0,24,32316.518734
-1.0,9,32320.581808
-1.0,23,32329.968205
-1.0,22,32339.297321
-1.0,23,32348.811342
-1.0,24,32359.764109
-1.0,6,32362.397636
-1.0,18,32370.240505
-1.0,31,32384.321075
-1.0,21,32392.443818
-1.0,34,32406.015821
-1.0,12,32411.143827
-1.0,16,32417.929714
-1.0,36,32432.963998
-1.0,48,32450.515107
-1.0,34,32465.316605
-1.0,31,32478.164724
-1.0,42,32494.742626
-1.0,26,32505.898829
-1.0,12,32511.118036
-1.0,21,32519.919279
-1.0,35,32533.110884
-1.0,12,32538.366192
-1.0,28,32549.391566
-1.0,21,32558.371059
-1.0,16,32564.775759
-1.0,58,32586.466347
-1.0,32,32599.234574
-1.0,20,32608.059326
-1.0,31,32621.561443
-1.0,56,32643.767962
-1.0,26,32654.891685
-1.0,32,32667.752687
-1.0,6,32670.406411
-1.0,18,32678.050326
-1.0,23,32687.468029
-1.0,19,32696.275611
-1.0,19,32704.756566
-1.0,30,32716.591678
-1.0,31,32729.645068
-1.0,16,32736.931481
-1.0,22,32745.784739
-1.0,37,32761.156391
-1.0,12,32766.601708
-1.0,13,32771.780361
-1.0,19,32779.791677
-1.0,40,32794.862301
-1.0,15,32801.26208
-1.0,11,32806.282186
-1.0,31,32818.376475
-1.0,56,32840.442487
-1.0,33,32854.332637
-1.0,21,32863.741449
-1.0,36,32878.463078
-1.0,17,32885.579696
-1.0,42,32902.300716
-1.0,14,32908.538444
-1.0,11,32913.422801
-1.0,16,32919.432923
-1.0,16,32926.231602
-1.0,30,32938.988408
-1.0,18,32946.389593
-1.0,13,32952.122478
-1.0,40,32968.131194
-1.0,22,32977.393191
-1.0,27,32988.452388
-1.0,39,33004.191348
-1.0,26,33015.209986
-1.0,10,33019.909454
-1.0,35,33034.822537
-1.0,46,33053.178045
-1.0,16,33060.1931
-1.0,27,33071.765552
-1.0,15,33078.103278
-1.0,26,33089.014506
-1.0,33,33102.699942
-1.0,40,33119.110627
-1.0,23,33129.257963
-1.0,19,33137.095734
-1.0,33,33150.23135
-1.0,17,33157.797089
-1.0,28,33168.83155
-1.0,12,33174.214659
-1.0,26,33186.026878
-1.0,39,33201.715946
-1.0,15,33207.993319
-1.0,16,33214.845562
-1.0,29,33229.291491
-1.0,31,33242.218282
-1.0,40,33258.07544
-1.0,28,33269.633177
-1.0,33,33283.941356
-1.0,49,33302.830759
-1.0,48,33320.743445
-1.0,32,33334.115293
-1.0,20,33343.010511
-1.0,16,33350.077669
-1.0,54,33369.59879
-1.0,11,33374.525537
-1.0,26,33385.819774
-1.0,24,33395.538669
-1.0,19,33403.141495
-1.0,30,33415.797399
-1.0,26,33426.097898
-1.0,14,33431.893527
-1.0,26,33442.234175
-1.0,27,33453.936412
-1.0,17,33461.281528
-1.0,14,33467.103484
-1.0,30,33479.803492
-1.0,27,33491.160571
-1.0,32,33504.683347
-1.0,25,33515.426066
-1.0,27,33527.239582
-1.0,29,33538.098175
-1.0,19,33545.7345
-1.0,20,33554.225669
-1.0,11,33558.953376
-1.0,33,33572.275404
-1.0,20,33580.950558
-1.0,40,33597.263984
-1.0,17,33604.545448
-1.0,40,33619.603413
-1.0,28,33630.777838
-1.0,29,33643.117377
-1.0,32,33656.502692
-1.0,18,33664.562219
-1.0,35,33679.078429
-1.0,32,33692.132628
-1.0,25,33702.505831
-1.0,15,33708.75405
-1.0,14,33715.486127
-1.0,33,33728.622481
-1.0,32,33741.122052
-1.0,32,33754.755829
-1.0,26,33765.175512
-1.0,8,33768.810976
-1.0,37,33784.265635
-1.0,30,33796.804404
-1.0,22,33806.265879
-1.0,19,33814.376323
-1.0,16,33821.384319
-1.0,29,33832.709892
-1.0,16,33839.502819
-1.0,33,33852.796349
-1.0,16,33859.857674
-1.0,40,33874.493507
-1.0,36,33888.588041
-1.0,30,33900.298768
-1.0,18,33907.886641
-1.0,11,33912.874133
-1.0,7,33916.228665
-1.0,24,33926.473456
-1.0,16,33933.418107
-1.0,22,33942.2481
-1.0,22,33951.707337
-1.0,30,33965.595841
-1.0,24,33975.427633
-1.0,30,33987.66724
-1.0,19,33995.875731
-1.0,44,34014.027218
-1.0,26,34024.63445
-1.0,26,34035.34761
-1.0,28,34047.109751
-1.0,42,34063.940966
-1.0,28,34077.38861
-1.0,16,34084.181617
-1.0,6,34086.970551
-1.0,17,34094.527135
-1.0,13,34100.578383
-1.0,19,34108.75344
-1.0,18,34117.09974
-1.0,11,34122.175017
-1.0,20,34130.615936
-1.0,13,34136.787031
-1.0,45,34155.382746
-1.0,23,34164.869299
-1.0,37,34179.256084
-1.0,14,34185.485841
-1.0,19,34193.469191
-1.0,25,34204.373866
-1.0,27,34215.918582
-1.0,31,34228.229514
-1.0,31,34241.855784
-1.0,31,34254.272074
-1.0,8,34257.932731
-1.0,32,34271.608706
-1.0,35,34285.686662
-1.0,15,34291.583506
-1.0,11,34296.486442
-1.0,20,34305.181618
-1.0,25,34315.213228
-1.0,27,34326.388182
-1.0,24,34335.950605
-1.0,15,34342.678576
-1.0,28,34354.470589
-1.0,15,34360.823693
-1.0,20,34368.742256
-1.0,23,34377.951762
-1.0,44,34396.077713
-1.0,14,34401.957158
-1.0,19,34410.045434
-1.0,18,34417.45963
-1.0,24,34427.062613
-1.0,22,34437.401503
-1.0,34,34451.292561
-1.0,45,34468.404531
-1.0,27,34480.350641
-1.0,19,34488.540463
-1.0,31,34500.84663
-1.0,25,34511.100691
-1.0,10,34515.5155
-1.0,18,34523.227868
-1.0,25,34533.636729
-1.0,18,34540.950281
-1.0,34,34554.351378
-1.0,20,34562.356388
-1.0,19,34571.000335
-1.0,36,34586.327384
-1.0,30,34598.341461
-1.0,36,34612.897525
-1.0,17,34620.255878
-1.0,29,34631.822578
-1.0,21,34640.795585
-1.0,35,34655.54562
-1.0,23,34665.161347
-1.0,35,34678.991523
-1.0,36,34694.046688
-1.0,27,34704.769404
-1.0,28,34717.035481
-1.0,25,34728.344733
-1.0,34,34742.31571
-1.0,22,34751.665004
-1.0,27,34763.433293
-1.0,20,34771.675651
-1.0,23,34781.742426
-1.0,24,34792.158473
-1.0,24,34801.927482
-1.0,34,34817.395427
-1.0,48,34836.993073
-1.0,29,34848.668112
-1.0,13,34854.168256
-1.0,21,34863.328228
-1.0,50,34881.853006
-1.0,31,34894.756723
-1.0,43,34910.888185
-1.0,24,34922.780501
-1.0,29,34934.206504
-1.0,23,34943.702708
-1.0,24,34953.485338
-1.0,16,34960.61369
-1.0,26,34972.993633
-1.0,21,34982.111367
-1.0,13,34987.170511
-1.0,28,34999.59763
-1.0,16,35006.870483
-1.0,16,35013.861069
-1.0,32,35026.249243
-1.0,24,35036.5455
-1.0,32,35049.726404
-1.0,32,35064.001049
-1.0,36,35079.545625
-1.0,19,35088.298488
-1.0,11,35092.894868
-1.0,26,35103.061025
-1.0,20,35111.764067
-1.0,22,35121.476007
-1.0,38,35135.367429
-1.0,33,35149.289744
-1.0,39,35165.173896
-1.0,6,35167.997084
-1.0,15,35174.528526
-1.0,25,35184.885675
-1.0,22,35194.404184
-1.0,38,35210.244473
-1.0,18,35218.330011
-1.0,22,35227.573678
-1.0,19,35235.380765
-1.0,25,35246.021562
-1.0,32,35258.518067
-1.0,14,35264.251365
-1.0,27,35275.341801
-1.0,22,35284.724499
-1.0,23,35294.835578
-1.0,12,35300.178623
-1.0,26,35310.585795
-1.0,21,35319.34763
-1.0,13,35325.234863
-1.0,30,35337.332867
-1.0,24,35347.611474
-1.0,33,35360.990652
-1.0,28,35372.472893
-1.0,13,35378.244299
-1.0,39,35393.869663
-1.0,12,35399.156568
-1.0,28,35410.651437
-1.0,30,35422.644787
-1.0,19,35430.692622
-1.0,41,35447.803677
-1.0,16,35454.733132
-1.0,32,35467.243535
-1.0,30,35480.14696
-1.0,25,35490.457529
-1.0,22,35500.820619
-1.0,16,35507.725487
-1.0,16,35514.912955
-1.0,23,35525.114492
-1.0,33,35539.266636
-1.0,25,35549.368955
-1.0,18,35556.766264
-1.0,62,35579.828675
-1.0,27,35591.04272
-1.0,19,35599.211644
-1.0,34,35612.448494
-1.0,27,35623.646088
-1.0,30,35636.253749
-1.0,21,35645.675471
-1.0,16,35652.493723
-1.0,20,35660.961556
-1.0,29,35672.150373
-1.0,34,35686.977401
-1.0,25,35697.11458
-1.0,39,35712.017136
-1.0,30,35724.363065
-1.0,29,35736.290503
-1.0,41,35753.028961
-1.0,25,35764.155318
-1.0,37,35781.134814
-1.0,25,35791.016533
-1.0,37,35805.825932
-1.0,8,35809.695457
-1.0,35,35823.872543
-1.0,21,35832.990416
-1.0,17,35840.100099
-1.0,21,35848.242095
-1.0,27,35859.014514
-1.0,21,35868.219359
-1.0,14,35874.141633
-1.0,37,35888.327433
-1.0,32,35901.141457
-1.0,24,35910.948328
-1.0,26,35921.057631
-1.0,37,35935.923348
-1.0,23,35945.429365
-1.0,27,35956.9894
-1.0,26,35967.541778
-1.0,59,35991.329627
-1.0,26,36002.879494
-1.0,26,36013.524149
-1.0,19,36021.636384
-1.0,33,36034.836778
-1.0,19,36043.60516
-1.0,40,36059.454118
-1.0,27,36069.563107
-1.0,28,36081.015435
-1.0,15,36086.996372
-1.0,31,36099.936635
-1.0,14,36106.10636
-1.0,27,36117.2129
-1.0,25,36127.326597
-1.0,24,36137.732474
-1.0,21,36146.930455
-1.0,20,36155.129638
-1.0,32,36168.433466
-1.0,25,36178.557696
-1.0,16,36185.488709
-1.0,16,36192.781323
-1.0,38,36208.160438
-1.0,9,36212.079447
-1.0,28,36223.863475
-1.0,27,36234.513374
-1.0,43,36251.146416
-1.0,26,36261.732401
-1.0,19,36269.526804
-1.0,31,36282.289383
-1.0,34,36296.001747
-1.0,16,36302.83781
-1.0,15,36309.395441
-1.0,35,36324.166831
-1.0,42,36341.037332
-1.0,31,36354.522784
-1.0,31,36367.710418
-1.0,18,36375.598347
-1.0,18,36383.115489
-1.0,38,36397.002058
-1.0,34,36410.708549
-1.0,35,36424.42564
-1.0,21,36432.408128
-1.0,36,36446.126424
-1.0,27,36457.356685
-1.0,10,36461.493594
-1.0,17,36468.530102
-1.0,34,36482.180624
-1.0,44,36499.962658
-1.0,30,36512.267624
-1.0,46,36529.574723
-1.0,29,36541.14064
-1.0,28,36553.531996
-1.0,22,36563.092654
-1.0,31,36576.286298
-1.0,14,36581.788234
-1.0,26,36592.783749
-1.0,21,36600.857521
-1.0,10,36605.294151
-1.0,39,36622.028651
-1.0,31,36634.313695
-1.0,51,36653.258514
-1.0,19,36660.650992
-1.0,32,36673.87757
-1.0,26,36684.077089
-1.0,20,36692.026372
-1.0,19,36700.155668
-1.0,21,36708.523659
-1.0,14,36714.22264
-1.0,24,36723.949591
-1.0,31,36735.932446
-1.0,15,36742.484567
-1.0,28,36754.564706
-1.0,30,36766.425521
-1.0,29,36778.236537
-1.0,28,36789.680687
-1.0,18,36797.632689
-1.0,45,36814.067334
-1.0,11,36818.602151
-1.0,34,36833.100953
-1.0,21,36842.339973
-1.0,33,36855.314465
-1.0,20,36863.940891
-1.0,14,36869.607975
-1.0,14,36875.240171
-1.0,13,36881.219801
-1.0,19,36889.233533
-1.0,30,36901.905441
-1.0,22,36910.676737
-1.0,22,36920.65434
-1.0,19,36928.890899
-1.0,26,36939.438423
-1.0,22,36948.619757
-1.0,27,36960.016478
-1.0,26,36970.97136
-1.0,25,36981.086186
-1.0,24,36990.159991
-1.0,20,36998.886799
-1.0,31,37012.311274
-1.0,20,37020.96232
-1.0,20,37030.327549
-1.0,24,37041.104459
-1.0,46,37058.573332
-1.0,30,37070.659012
-1.0,35,37084.982819
-1.0,11,37089.499945
-1.0,17,37097.095309
-1.0,34,37110.693993
-1.0,8,37114.40281
-1.0,14,37120.426033
-1.0,20,37128.710582
-1.0,22,37137.691393
-1.0,17,37145.406907
-1.0,34,37159.09546
-1.0,25,37170.025408
-1.0,37,37185.210804
-1.0,29,37196.783853
-1.0,26,37207.827194
-1.0,16,37214.630412
-1.0,27,37226.167439
-1.0,32,37240.054952
-1.0,40,37256.454392
-1.0,22,37265.413874
-1.0,21,37273.987198
-1.0,8,37277.445677
-1.0,7,37280.68729
-1.0,33,37294.256994
-1.0,17,37302.338009
-1.0,19,37310.4639
-1.0,26,37321.330384
-1.0,13,37327.090695
-1.0,15,37333.783397
-1.0,18,37341.828389
-1.0,43,37359.020635
-1.0,25,37369.095047
-1.0,15,37375.854803
-1.0,40,37392.028019
-1.0,12,37396.848738
-1.0,27,37407.546608
-1.0,30,37419.585144
-1.0,19,37427.793489
-1.0,29,37439.584074
-1.0,40,37456.61697
-1.0,15,37463.080753
-1.0,16,37471.104229
-1.0,41,37487.664735
-1.0,23,37497.877652
-1.0,17,37505.364388
-1.0,22,37514.719608
-1.0,33,37528.467789
-1.0,29,37539.70937
-1.0,24,37550.133497
-1.0,37,37565.138416
-1.0,10,37569.509305
-1.0,50,37589.297418
-1.0,14,37595.3103
-1.0,21,37604.694784
-1.0,37,37619.241532
-1.0,21,37628.534155
-1.0,23,37637.898761
-1.0,22,37647.009507
-1.0,34,37659.500689
-1.0,22,37668.883419
-1.0,25,37680.276583
-1.0,18,37688.167731
-1.0,20,37696.589486
-1.0,28,37707.752165
-1.0,17,37715.344024
-1.0,20,37724.054928
-1.0,23,37734.037455
-1.0,25,37745.014517
-1.0,8,37748.589071
-1.0,24,37758.745415
-1.0,22,37768.665415
-1.0,7,37771.629116
-1.0,20,37780.14072
-1.0,28,37791.165655
-1.0,15,37797.990123
-1.0,25,37808.853622
-1.0,20,37817.231794
-1.0,27,37828.12309
-1.0,11,37832.584108
-1.0,30,37845.800061
-1.0,25,37856.066111
-1.0,24,37865.680972
-1.0,38,37880.925102
-1.0,38,37896.730433
-1.0,13,37901.864759
-1.0,34,37915.450152
-1.0,27,37927.058079
-1.0,25,37937.389552
-1.0,39,37953.475412
-1.0,27,37964.144746
-1.0,32,37977.147833
-1.0,15,37983.575376
-1.0,30,37997.15887
-1.0,28,38009.245967
-1.0,21,38018.536175
-1.0,45,38035.250876
-1.0,34,38049.803514
-1.0,25,38060.038762
-1.0,15,38067.121837
-1.0,32,38080.053499
-1.0,33,38092.998405
-1.0,19,38100.835594
-1.0,22,38109.531562
-1.0,35,38124.716168
-1.0,36,38139.911459
-1.0,18,38147.186123
-1.0,18,38154.380673
-1.0,39,38169.294738
-1.0,55,38189.714399
-1.0,15,38195.907887
-1.0,19,38203.801513
-1.0,24,38214.175968
-1.0,32,38227.32596
-1.0,34,38241.019702
-1.0,27,38252.086162
-1.0,33,38265.187621
-1.0,30,38278.194664
-1.0,16,38285.102756
-1.0,41,38300.245461
-1.0,20,38309.221395
-1.0,13,38316.230634
-1.0,22,38325.903066
-1.0,33,38339.068071
-1.0,29,38350.854254
-1.0,45,38368.864035
-1.0,25,38379.246272
-1.0,21,38388.00141
-1.0,12,38393.232305
-1.0,32,38406.039745
-1.0,22,38414.991139
-1.0,26,38426.60891
-1.0,35,38440.602168
-1.0,19,38449.046058
-1.0,29,38461.230288
-1.0,35,38477.154719
-1.0,34,38491.547092
-1.0,22,38500.881874
-1.0,41,38517.75724
-1.0,29,38529.790199
-1.0,19,38538.324419
-1.0,21,38547.729073
-1.0,23,38557.59913
-1.0,38,38573.802363
-1.0,22,38583.2995
-1.0,15,38589.69452
-1.0,15,38596.111147
-1.0,25,38606.985268
-1.0,39,38621.226146
-1.0,23,38631.066687
-1.0,35,38644.975753
-1.0,14,38650.854131
-1.0,42,38667.306996
-1.0,31,38680.195605
-1.0,24,38690.525515
-1.0,31,38702.868343
-1.0,32,38715.112047
-1.0,20,38723.851714
-1.0,38,38738.295022
-1.0,27,38749.137788
-1.0,23,38758.924135
-1.0,23,38768.337934
-1.0,14,38774.559823
-1.0,35,38788.972131
-1.0,21,38797.785088
-1.0,32,38810.941123
-1.0,32,38824.049683
-1.0,31,38836.757995
-1.0,28,38849.462896
-1.0,20,38857.400944
-1.0,36,38872.413003
-1.0,31,38885.538586
-1.0,20,38894.260475
-1.0,11,38899.367578
-1.0,21,38908.44274
-1.0,28,38919.689013
-1.0,31,38932.424606
-1.0,22,38942.572354
-1.0,32,38955.334129
-1.0,29,38968.07105
-1.0,25,38978.639267
-1.0,29,38989.949613
-1.0,34,39003.529991
-1.0,31,39016.839515
-1.0,22,39025.728142
-1.0,16,39033.234041
-1.0,27,39044.504999
-1.0,29,39056.365752
-1.0,21,39064.751203
-1.0,20,39073.343857
-1.0,21,39082.396926
-1.0,38,39099.411953
-1.0,39,39114.787025
-1.0,27,39125.79762
-1.0,15,39131.868283
-1.0,37,39146.91731
-1.0,27,39157.964394
-1.0,43,39175.887361
-1.0,27,39187.398938
-1.0,37,39201.959969
-1.0,31,39215.195897
-1.0,28,39227.364485
-1.0,26,39238.264291
-1.0,14,39244.541203
-1.0,26,39254.505697
-1.0,21,39263.261503
-1.0,30,39275.250361
-1.0,16,39282.201128
-1.0,37,39297.268956
-1.0,25,39308.353628
-1.0,33,39323.634656
-1.0,26,39335.65392
-1.0,25,39346.427148
-1.0,38,39362.280876
-1.0,10,39366.780924
-1.0,33,39380.138155
-1.0,30,39392.710297
-1.0,24,39402.775367
-1.0,35,39418.436263
-1.0,14,39424.854154
-1.0,35,39438.740711
-1.0,34,39453.019532
-1.0,32,39466.506371
-1.0,22,39475.098917
-1.0,24,39485.394365
-1.0,28,39498.032407
-1.0,22,39507.535605
-1.0,28,39519.890101
-1.0,29,39533.554665
-1.0,41,39550.213029
-1.0,22,39560.690945
-1.0,23,39569.85539
-1.0,5,39572.258029
-1.0,36,39587.036203
-1.0,22,39596.283689
-1.0,40,39611.347082
-1.0,38,39625.895674
-1.0,21,39634.609391
-1.0,13,39640.282635
-1.0,37,39654.653619
-1.0,36,39668.67696
-1.0,23,39677.863602
-1.0,32,39691.625508
-1.0,33,39706.114304
-1.0,56,39727.15686
-1.0,40,39743.384335
-1.0,24,39754.271456
-1.0,26,39765.414507
-1.0,26,39777.784312
-1.0,19,39785.911969
-1.0,11,39790.536699
-1.0,15,39797.15828
-1.0,9,39800.997689
-1.0,40,39817.548166
-1.0,16,39824.718421
-1.0,21,39833.469057
-1.0,21,39842.754041
-1.0,20,39851.279853
-1.0,31,39865.41891
-1.0,7,39868.187112
-1.0,27,39879.656499
-1.0,20,39888.038182
-1.0,30,39899.794407
-1.0,24,39910.407387
-1.0,28,39922.6563
-1.0,35,39936.837041
-1.0,28,39949.585186
-1.0,29,39961.529741
-1.0,32,39975.101394
-1.0,28,39986.914456
-1.0,33,40001.007149
-1.0,35,40015.800696
-1.0,36,40033.242908
-1.0,40,40049.373149
-1.0,28,40061.686188
-1.0,46,40080.031636
-1.0,45,40099.504377
-1.0,32,40112.782452
-1.0,33,40126.95546
-1.0,19,40136.381316
-1.0,28,40147.703175
-1.0,47,40166.208586
-1.0,20,40175.537933
-1.0,16,40182.387103
-1.0,34,40196.416353
-1.0,23,40206.259937
-1.0,12,40211.462601
-1.0,52,40230.769349
-1.0,25,40242.100014
-1.0,32,40256.779409
-1.0,26,40267.823154
-1.0,29,40280.072656
-1.0,24,40289.681439
-1.0,21,40297.990281
-1.0,46,40316.436408
-1.0,19,40324.203071
-1.0,20,40332.769939
-1.0,35,40347.829381
-1.0,33,40362.039558
-1.0,26,40372.760653
-1.0,36,40386.935468
-1.0,59,40409.016328
-1.0,26,40420.405117
-1.0,29,40432.44582
-1.0,35,40446.890752
-1.0,21,40457.14881
-1.0,25,40467.813718
-1.0,40,40483.763454
-1.0,20,40492.600182
-1.0,32,40506.757025
-1.0,16,40514.657252
-1.0,31,40528.554114
-1.0,33,40543.123957
-1.0,25,40553.913535
-1.0,50,40574.000141
-1.0,27,40586.231356
-1.0,30,40599.017852
-1.0,21,40608.763544
-1.0,6,40611.77365
-1.0,21,40621.495449
-1.0,43,40639.681017
-1.0,27,40652.529451
-1.0,23,40662.218291
-1.0,33,40677.504517
-1.0,34,40693.019282
-1.0,32,40707.150514
-1.0,15,40714.141573
-1.0,20,40724.002018
-1.0,44,40744.029318
-1.0,21,40754.519128
-1.0,15,40762.063194
-1.0,27,40774.789854
-1.0,23,40784.987839
-1.0,28,40796.567442
-1.0,31,40810.576168
-1.0,19,40818.996158
-1.0,28,40831.528303
-1.0,40,40850.157071
-1.0,34,40865.749349
-1.0,14,40872.089507
-1.0,40,40888.485415
-1.0,33,40903.807603
-1.0,37,40920.811769
-1.0,37,40937.546341
-1.0,33,40950.182047
-1.0,15,40956.557917
-1.0,23,40966.602607
-1.0,28,40979.162533
-1.0,13,40984.927894
-1.0,22,40995.870557
-1.0,43,41013.399731
-1.0,19,41022.055379
-1.0,21,41031.611756
-1.0,21,41041.671561
-1.0,21,41052.032794
-1.0,13,41057.486141
-1.0,23,41067.783575
-1.0,25,41079.177115
-1.0,36,41095.679314
-1.0,21,41105.000767
-1.0,20,41113.561917
-1.0,32,41127.250892
-1.0,16,41134.346147
-1.0,24,41145.579568
-1.0,40,41163.169844
-1.0,27,41174.144146
-1.0,24,41185.810658
-1.0,23,41196.443774
-1.0,30,41210.637444
-1.0,25,41222.419694
-1.0,29,41235.124524
-1.0,35,41249.360788
-1.0,32,41264.064572
-1.0,20,41272.63808
-1.0,27,41286.063066
-1.0,23,41296.700314
-1.0,24,41307.167035
-1.0,41,41323.18012
-1.0,35,41339.87489
-1.0,14,41345.750648
-1.0,35,41361.208856
-1.0,24,41370.780354
-1.0,29,41383.044632
-1.0,17,41391.013104
-1.0,30,41404.49314
-1.0,36,41419.678318
-1.0,34,41435.362326
-1.0,25,41445.988018
-1.0,36,41460.248425
-1.0,15,41467.341856
-1.0,26,41478.512024
-1.0,22,41488.47941
-1.0,37,41506.701126
-1.0,26,41518.968395
-1.0,43,41536.908684
-1.0,21,41546.375266
-1.0,31,41560.19379
-1.0,13,41566.49537
-1.0,29,41580.429695
-1.0,14,41586.845824
-1.0,45,41604.132284
-1.0,26,41616.00407
-1.0,18,41624.98909
-1.0,17,41633.481714
-1.0,21,41643.012944
-1.0,21,41652.422807
-1.0,31,41666.480835
-1.0,44,41684.44111
-1.0,32,41698.749383
-1.0,15,41705.45379
-1.0,10,41710.251259
-1.0,41,41727.93218
-1.0,26,41739.576612
-1.0,16,41746.439744
-1.0,24,41756.71149
-1.0,39,41773.332664
-1.0,39,41788.326938
-1.0,13,41794.927728
-1.0,30,41807.3707
-1.0,37,41824.036378
-1.0,22,41834.443523
-1.0,38,41850.199624
-1.0,11,41855.171561
-1.0,42,41874.36929
-1.0,23,41884.84375
-1.0,26,41896.031416
-1.0,37,41911.542756
-1.0,25,41922.468729
-1.0,30,41935.391472
-1.0,23,41947.282856
-1.0,25,41957.961141
-1.0,13,41963.535101
-1.0,30,41976.114124
-1.0,24,41986.974231
-1.0,33,42000.371047
-1.0,44,42017.695546
-1.0,18,42025.684308
-1.0,27,42037.059393
-1.0,26,42048.685059
-1.0,20,42057.467486
-1.0,24,42068.19831
-1.0,30,42081.292452
-1.0,17,42089.709657
-1.0,27,42101.358236
-1.0,16,42108.192982
-1.0,29,42120.714634
-1.0,26,42132.37643
-1.0,17,42139.594385
-1.0,20,42148.289174
-1.0,21,42157.825071
-1.0,26,42168.732559
-1.0,14,42175.063454
-1.0,20,42183.99867
-1.0,28,42197.460613
-1.0,16,42205.461301
-1.0,33,42221.7963
-1.0,21,42232.27823
-1.0,29,42245.005595
-1.0,27,42256.879979
-1.0,42,42274.538732
-1.0,39,42290.463084
-1.0,33,42304.842371
-1.0,18,42313.506265
-1.0,29,42326.957476
-1.0,26,42339.719999
-1.0,59,42363.204036
-1.0,23,42373.720958
-1.0,23,42383.79834
-1.0,24,42394.240367
-1.0,12,42399.944648
-1.0,28,42411.441297
-1.0,23,42422.151688
-1.0,27,42433.93041
-1.0,20,42443.095367
-1.0,42,42459.939492
-1.0,18,42467.830999
-1.0,12,42473.886184
-1.0,36,42489.237573
-1.0,20,42498.500022
-1.0,20,42507.792247
-1.0,17,42515.425356
-1.0,40,42532.343412
-1.0,25,42543.550638
-1.0,47,42563.651379
-1.0,21,42572.532685
-1.0,20,42581.827941
-1.0,32,42595.34552
-1.0,22,42605.284655
-1.0,22,42615.248313
-1.0,19,42624.557456
-1.0,26,42636.664769
-1.0,18,42644.623331
-1.0,30,42657.995072
-1.0,26,42670.037344
-1.0,18,42678.16868
-1.0,24,42689.311313
-1.0,20,42697.993891
-1.0,18,42706.81842
-1.0,34,42722.247981
-1.0,29,42738.071464
-1.0,10,42742.522053
-1.0,23,42752.533692
-1.0,29,42765.323953
-1.0,35,42780.499925
-1.0,23,42790.37673
-1.0,39,42806.693655
-1.0,29,42819.513575
-1.0,21,42829.567606
-1.0,27,42841.216301
-1.0,17,42849.932078
-1.0,30,42863.653155
-1.0,19,42872.564044
-1.0,28,42884.699303
-1.0,46,42903.935304
-1.0,31,42916.79398
-1.0,28,42929.73332
-1.0,23,42940.93674
-1.0,31,42953.887115
-1.0,33,42967.4652
-1.0,16,42974.796017
-1.0,33,42988.771592
-1.0,25,43000.491312
-1.0,25,43011.169159
-1.0,15,43017.836703
-1.0,13,43023.933124
-1.0,23,43034.72566
-1.0,31,43048.693231
-1.0,14,43055.524779
-1.0,28,43068.918621
-1.0,39,43085.409489
-1.0,59,43109.550864
-1.0,32,43123.678416
